V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
105459,4412,145,bucktril,1282676960,"[quote=""""huskon4ever!, post: 105419""""]
 Because it sure seems we are getting quite the group lined up for the Texas game, and I just have to wonder how many are truly interested in us/Tx and how many just want to be there for the game?[/QUOTE]

In recent years NU has gotten many verbals following a big game....

...loss.  (insert sad face emoticon)",3496,visible,0,17,0,a:0:{},0,,0,0,0
105465,5024,641,BornToBeRed,1282677530,"Reading... Reading... Reading...

REX BURKHEAD WAS ONLY A 3 STAR?!",4222,visible,0,5,0,a:0:{},0,,0,0,0
105466,5024,268,Red Reign,1282677591,"LOL buck....I already knew it as I have been tracking our competition since Aaron had narrowed his picks to Nebraska, Florida State, Cal and Texas....

FWIW I will be gob-stopped if we don't land his commit now...

[B][/B][quote=""""bucktril, post: 105456""""]Dang Red.  I was just on the Cal's rival site to look at their recruiting status regarding RBs and was about to report it back here.  You're quick on the keyboard man.[/QUOTE]",4223,visible,0,6,0,a:0:{},0,,0,0,0
105467,5024,268,Red Reign,1282677689,"Rivals rated him a 4**** 5.8 Position Ranking #9

Rivals.com Rivals250 2009
Rivals.com all-purpose backs 2009 (9)
Rivals.com Texas Postseason Top 100 2009 (28)
DMN Area Top 100 - 2009 (21)

[B][/B][quote=""""BornToBeRed, post: 105465""""]Reading... Reading... Reading...

REX BURKHEAD WAS ONLY A 3 STAR?![/QUOTE]",4224,visible,0,7,0,a:0:{},0,,0,0,0
105470,5024,641,BornToBeRed,1282677794,"[quote=""""Red Reign, post: 105467""""]Rivals rated him a 4**** 5.8 Position Ranking #9

Rivals.com Rivals250 2009
Rivals.com all-purpose backs 2009 (9)
Rivals.com Texas Postseason Top 100 2009 (28)
DMN Area Top 100 - 2009 (21)

[B][/B][/QUOTE]
 
Whew. Okay. The article mentioned we haven't had a 5* back since Lucky... Mendoza was a 4* and then they said Rex was a 3. I was about to officially give up on Rivals and Scouts... Guess I'll have to delay the inevitable. :)",4225,visible,0,8,0,a:0:{},0,,0,0,0
105471,5024,268,Red Reign,1282677906,"Someone hit the wrong key...:) :)  

Green has a good chance to be a 5***** before the season is over....but unlike the headline says he is not a 5***** yet...

4**** 6.0

Rivals.com Rivals100 2011 (28)
Rivals.com running backs 2011 (5)
Rivals.com Texas Preseason Top 100 2011 (3)
Rivals.com Texas Preseason Top 100 2011 (3)

Ht:5'11""""
Wt:191 lbs
40:4.4 secs
Bench Max:355
Bench Reps:23
Squat Max:410
Shuttle:4.07
Vertical:33 inches
Class:2011 (High School)

[B][/B][quote=""""BornToBeRed, post: 105470""""]Whew. Okay. The article mentioned we haven't had a 5* back since Lucky... Mendoza was a 4* and then they said Rex was a 3. I was about to officially give up on Rivals and Scouts... Guess I'll have to delay the inevitable. :)[/QUOTE]",4226,visible,0,9,0,a:0:{},0,,1282678154,268,1
105474,5012,484,ShortSideOption,1282678028,"I love how we haven't really heard about these guys unless you are browsing Rivals position rankings, and you see them at the top.  All of a sudden we are listed in the top 3 for them.  

We have to prove this year that we can do it before I label us """"back"""", or selecting instead of recruiting, but everyone eluded to the fact that we are getting TOP talent to look at us.  You can not rely on 2star Jared Cricks every year to develop like he did.  You have to get the top players in the country to play for you.  Bo makes average players look real good, can't wait to see how we start playing with """"his"""" players on defense.",4199,visible,0,6,0,a:0:{},0,,0,0,0
105480,5024,268,Red Reign,1282678277,"Scouting Report on Aaron Green

[QUOTE]08/09/2010

[B]On the Hoof:[/B] Very lean build with almost no body fat. He has the frame to add at least 15 more pounds of muscle mass. His build is similar to fellow Texan Lache Seastrunk.
 
[B]Needs Improvement:[/B] Watching the ball all the way into his hands before turning up field is a necessity if he is to have an impact in the passing game. Green must also prove he has the durability to become an every-down back at the next level. 

[B]Most Impressive:[/B] Has the ability to change directions on a dime while reaching top speed in a blink of an eye. Green's speed makes him a homerun threat from any point on the field. His skill set could make him a threat as a return man in the kicking game. 

[B]Conclusion:[/B] Look for Green to get early looks as a return man in the kicking game. If he proves to have the toughness and smarts to pick up different blitzes he could also see time in long-yardage situations. If he stays healthy, he should become a star in the long run wherever he goes because of his sickening explosiveness.[/QUOTE]

[url]http://rivals.yahoo.com/ncaa/football/recruiting/player-Aaron-Green-84784[/url]",4227,visible,0,10,0,a:0:{},0,,0,0,0
105482,5024,641,BornToBeRed,1282678316,"Once again, I thank you RR. :thumbsup:",4228,visible,0,11,0,a:0:{},0,,0,0,0
105491,5012,268,Red Reign,1282678748,"With 7 four stars commits and five in the Rivals 250 this year we have done pretty darn good thus far....throw Aaron Green into that equation and that's a hell of a class and we still have 9-10 slots to fill....and Stafford will more than likely be a Top 15.....4-star when the JUCO rankings are released...so add Green in (good chance at a 5-star ranking) and that leaves us with 9 young men out of 14 ranked 4-star or higher...and Sade as a kicker is ranked #2 in the country....I call that a great class that hopefully will only get better....:)  So we are getting the top players in the country to play for us....but we have to sustain it year after year...

[B][/B][quote=""""ShortSideOption, post: 105474""""]I love how we haven't really heard about these guys unless you are browsing Rivals position rankings, and you see them at the top.  All of a sudden we are listed in the top 3 for them.  

We have to prove this year that we can do it before I label us """"back"""", or selecting instead of recruiting, but everyone eluded to the fact that we are getting TOP talent to look at us.  You can not rely on 2star Jared Cricks every year to develop like he did.  You have to get the top players in the country to play for you.  Bo makes average players look real good, can't wait to see how we start playing with """"his"""" players on defense.[/QUOTE]",4200,visible,0,7,0,a:0:{},0,,1282679181,268,1
105684,5012,256,p-ville husker,1282688744,I heard it was between Arkansas and Oklahoma....we will see.,4201,visible,0,8,0,a:0:{},0,,0,0,0
105689,5012,583,CornFlake,1282689230,"[quote=""""p-ville husker, post: 105684""""]I heard it was between Arkansas and Oklahoma....we will see.[/QUOTE]

if Nebraska's DB's this year come out as good as we expect, he might give Nebraska a better look",4202,visible,0,9,0,a:0:{},0,,0,0,0
105765,5012,356,FCHusker,1282697289,"[quote=""""Red Reign, post: 105491""""]With 7 four stars commits and five in the Rivals 250 this year we have done pretty darn good thus far....throw Aaron Green into that equation and that's a hell of a class and we still have 9-10 slots to fill....and Stafford will more than likely be a Top 15.....4-star when the JUCO rankings are released...so add Green in (good chance at a 5-star ranking) and that leaves us with 9 young men out of 14 ranked 4-star or higher...and Sade as a kicker is ranked #2 in the country....I call that a great class that hopefully will only get better....:)  So we are getting the top players in the country to play for us....but we have to sustain it year after year...


[B][/B][/QUOTE]
 
Great post, barring any de-commits, this will be one of the better classes we have seen at NU(before they get here) in my mind. Does that mean the will pan out? Did the 2005 class pan out? I think will start seeing the fruition of great recruiting and great coaching from top to bottom. I am thrilled at the kids, not just in Texas, but all over the US that Bo and Co are recruiting and getting to commit! Good things are to come! This class is far from done, yet what we already have is a great class!",4203,visible,0,10,0,a:0:{},0,,0,0,0
106319,5012,536,HuskerRedDread,1282757935,The guy is a stud. Is a players height really used that strongly in how they rate him? I mean Grixby was all of 3 feet standing on a chair and he did alright for us.,4204,visible,0,11,0,a:0:{},0,,0,0,0
106555,5085,268,Red Reign,1282771757,"Thus far these young men are making the trip for the weekend of October 15....expect more to be added...

As of 15 Oct:

Jonathan Aiken 4****
James Adeyanju 3***
Aaron Green 4****
Jesse Hayes 3***
Christian Heyward 4****
Cyrus Hobbi 4****
Lake Koa-Ka'ai 3***
Tevin Mitchel  """"N"""" 4****
Tyler Moore  """"N"""" 4****
Patrick Onwuasor 3***
Todd Peat 4****
Bubba Starling """"N"""" 4****
Jamal Turner """"N"""" 4****
Devante Wilson 3***
Kevin Williams """"N"""" 3***

Braylon Heard """"N"""" 4****",4298,visible,0,0,0,a:0:{},0,,1287157731,268,1
106567,5085,270,mjohnson,1282772209,"[quote=""""Red Reign, post: 106555""""]Thus far these young men are making the trip for the weekend of October 15....expect more to be added...

As of 25 August:

James Adeyanju 3***
Jeremy Cash 4****
Jesse Hayes 3***
Cyrus Hobbi 4****
Tevin Mitchel  """"N"""" 4****
Tyler Moore  """"N"""" 4****
Todd Peat 4****
Jamal Turner """"N"""" 4****
Devante Wilson 3***[/QUOTE]
 
Thanks RR for update. What a great atmosphere it's going to be in Lincoln for that game, I'm glad those guys, and others, will get to experience and enjoy it.",4299,visible,0,1,0,a:0:{},0,,0,0,0
106594,5085,256,p-ville husker,1282774275,It will be a big weekend for this year and years to come.,4300,visible,0,2,0,a:0:{},0,,0,0,0
106619,5090,268,Red Reign,1282777365,"I know a few folks have been asking about the initial team rankings for the 2011 recruiting cycle....out today 25August 2011....Nebraska at 16....found it interesting that Nebraska's """"stock"""" was down...not sure what they base that on (perhaps Bo ticked them off..:D)....perhaps HIO or someone else can chime in on that....also not sure that I agree with their """"Top Remaining Targets"""" either....but hey this is Rivals....:)

Only one team with fewer recruits then Nebraska to make the list.....'SC.....

Free article by the way...


[QUOTE]The Huskers will be taking their program to the Big Ten after this season and recruiting could shift, but for now they are killing it in the places they recruit best, such as Texas, areas of the Southeast and the rest of the Midlands. With only 12 commitments, there is plenty of room in this class and a chance to move up the charts if they finish strong. 

Biggest gets: OL Tyler Moore, QB Bubba Starling, CB Tevin Mitchel 

Top remaining targets: RB Aaron Green, OL Cyrus Hobbi, DT Mickey Johnson [/QUOTE]

See the rest here:

[url]http://nebraska.rivals.com/content.asp?CID=1117573[/url]",4378,visible,0,0,0,a:0:{},0,,1282777534,268,1
106629,5090,24,HUSKER 4 EVER,1282778679,"funny to see Baylor ahead of MU:D

Maybe they think our stock is down because of the move to the Big 10.",4379,visible,0,1,0,a:0:{},0,,0,0,0
106630,5085,24,HUSKER 4 EVER,1282778823,Hope we get a couple commits from that weekend.  I am sure that list will be growing over the next couple weeks.,4301,visible,0,3,0,a:0:{},0,,0,0,0
106638,5085,313,BuffSurveyor,1282779310,What I notice with the list as it is so far is all of the stars.  I hope lots of them make the right decision and join the fray and become Huskers!,4302,visible,0,4,0,a:0:{},0,,0,0,0
106652,5090,583,CornFlake,1282780224,"Its interesting that they have Aaron Green as one of Texas's top remaining targets, but not one for Florida State.  I  couldn't see how he is listed for Cal.

I assume from their blurb that Nebraska's stock is down because they think NU wont be able to recruit Texas effectively anymore.",4380,visible,0,2,0,a:0:{},0,,0,0,0
106653,5090,256,p-ville husker,1282780635,"[quote=""""Red Reign, post: 106619""""]I know a few folks have been asking about the initial team rankings for the 2011 recruiting cycle....out today 25August 2011....Nebraska at 16....found it interesting that Nebraska's """"stock"""" was down...not sure what they base that on (perhaps Bo ticked them off..:D)....perhaps HIO or someone else can chime in on that....also not sure that I agree with their """"Top Remaining Targets"""" either....but hey this is Rivals....:)

Only one team with fewer recruits then Nebraska to make the list.....'SC.....

Free article by the way...




See the rest here:

[url]http://nebraska.rivals.com/content.asp?CID=1117573[/url][/QUOTE]
 
Who do you think the top 3 remaining recruits should be?  I would love to have these 3 and I agree with them being the top 3 remaining.",4381,visible,0,3,0,a:0:{},0,,0,0,0
106657,5085,641,BornToBeRed,1282780934,"I think this list is only going to get larger...

I really hope we maintain the """"Best Fan"""" atmosphere, even against UT. These guys want to see passion, not anger.",4303,visible,0,5,0,a:0:{},0,,0,0,0
106712,5024,323,BakNthday,1282786053,"He looks really solid as a RB, and, I can easily see him in scarlet and cream shredding D's for us.",4229,visible,0,12,0,a:0:{},0,,0,0,0
106720,5024,268,Red Reign,1282786762,"I actually see him as a Reggie Bush type of 'back do his size and style....which is very good for us by the way....:)

[B][/B][quote=""""BakNthday, post: 106712""""]He looks really solid as a RB, and, I can easily see him in scarlet and cream shredding D's for us.[/QUOTE]",4230,visible,0,13,0,a:0:{},0,,0,0,0
106731,5085,356,FCHusker,1282787944,"Thanks for doing this Red! Was actually in the process of doing the same thing! This would be a nice sticky, but if we were to do that then we probably should do it for all games. Oh, well, if not I am sure we will get alot of bumps! Thanks again!",4304,visible,0,6,0,a:0:{},0,,0,0,0
106734,5024,602,mjw11,1282788114,"Texas fans already have him playing a Percy Harvin role at TU

[url]http://forums.hornfans.com/php/wwwthreads/showflat.php?Cat=&Board=football&Number=6241008&page=0&view=collapsed&sb=5&o=0&fpart=[/url]",4231,visible,0,14,0,a:0:{},0,,0,0,0
106738,5024,369,HuskerInOkieland,1282788287,"[quote=""""Red Reign, post: 105449""""]Cal already has two RBs (3 and 4-star) in their class.....with Texas and Florida State both signing 5***** RB's this past week you figured they were eliminated....doesn't hurt we have his brother onboard already....:)

Although its not a done deal you really have to like our chances now....I've felt we have been the leader for the past few months and this just confirms that...:)[/QUOTE]

But what about Thunder and Lightning?

Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha.:stickouttongue:

Since Texas appears to be out of it, how about Rivals do one of their """"unbiased"""" articles where Green shares an interview with every single member of the FSU recruiting class discussing how wonderfully great it would be if Green joined the FSU class. You know, their unbiased journalism that if a suspicious person didn't know any better, he would swear Rivals was deliborately trying to stear the young man somewhere.

But of course, we all know that they would never do anything like that.;)",4232,visible,0,15,0,a:0:{},0,,0,0,0
106751,5024,268,Red Reign,1282789345,"LOL....nah they aren't quasi-agents for college players...;):lol:


[B][/B][quote=""""HuskerInOkieland, post: 106738""""]But what about Thunder and Lightning?

Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha. Ha.:stickouttongue:

Since Texas appears to be out of it, how about Rivals do one of their """"unbiased"""" articles where Green shares an interview with every single member of the FSU recruiting class discussing how wonderfully great it would be if Green joined the FSU class. You know, their unbiased journalism that if a suspicious person didn't know any better, he would swear Rivals was deliborately trying to stear the young man somewhere.

But of course, we all know that they would never do anything like that.;)[/QUOTE]",4233,visible,0,16,0,a:0:{},0,,0,0,0
106752,5024,268,Red Reign,1282789388,"It won't happen...at least not at Texas...:):)  He isn't going their....

[B][/B][quote=""""mjw11, post: 106734""""]Texas fans already have him playing a Percy Harvin role at TU

[url]http://forums.hornfans.com/php/wwwthreads/showflat.php?Cat=&Board=football&Number=6241008&page=0&view=collapsed&sb=5&o=0&fpart=[/url][/QUOTE]",4234,visible,0,17,0,a:0:{},0,,0,0,0
106754,5024,605,Howlin Wolf,1282789498,"[quote=""""mjw11, post: 106734""""]Texas fans already have him playing a Percy Harvin role at TU

[url]http://forums.hornfans.com/php/wwwthreads/showflat.php?Cat=&Board=football&Number=6241008&page=0&view=collapsed&sb=5&o=0&fpart=[/url][/QUOTE]

Two things:    First, Texas doesn't have a running game to start with and now they want a multi faceted one right out of the chute?  Secondly, Texas can't wharehouse recruits like they used to and they have about 23/24 verbals now.",4235,visible,0,18,0,a:0:{},0,,1282789634,605,1
106756,5024,358,N2FL,1282789638,"[quote=""""Red Reign, post: 106720""""]I actually see him as a Reggie Bush type of 'back do his size and style....which is very good for us by the way....:)

[B][/B][/QUOTE]
 
He reminds me of Napoleon Kaufman a little too. Bush is a good comparison as well.",4236,visible,0,19,0,a:0:{},0,,0,0,0
106759,5024,268,Red Reign,1282789713,"Yup....well said....

[B][/B][quote=""""Howlin Wolf, post: 106754""""]Two things:    First, Texas doesn't have a running game to start with and now they want a multi faceted one right out of the chute?  Secondly, Texas can't wharehouse recruits like they used to and they have about 23/24 verbals now.[/QUOTE]",4237,visible,0,20,0,a:0:{},0,,0,0,0
106761,5024,268,Red Reign,1282789831,"Yes also a good one to compare him to....

[B][/B][quote=""""N2FL, post: 106756""""]He reminds me of Napoleon Kaufman a little too. Bush is a good comparison as well.[/QUOTE]",4238,visible,0,21,0,a:0:{},0,,0,0,0
106842,5085,268,Red Reign,1282797637,I would be surprised if Aaron Green isn't in the house for this one too...,4305,visible,0,7,0,a:0:{},0,,0,0,0
106851,5102,356,FCHusker,1282799164,"Details to follow, but good to see this kid get an scholly offer....

[url]http://rivals.yahoo.com/nebraska/football/recruiting/player-Lake-Koa-Ka%27ai-115413[/url]

Kid has alot of upside, and is a big NU fan according to him.!",4387,visible,0,0,0,a:0:{},0,,0,0,0
106861,5104,268,Red Reign,1282802254,"FYI.....


[QUOTE]No. 28: RB Aaron Green
5-11/191, San Antonio (Texas) James Madison 
[B]Why he's close:[/B] Green may be the most explosive back in the country. He is nearly impossible for defensive backs to cover and can make defenders whiff in the open field. He is a serious home-run threat with the skills of a potential kick and punt returner. 

[B]Why he's not there:[/B] He needs to become a more consistent pass catcher. At times he allows the ball to get to his body and struggles adjusting while the ball is in the air. If a back can't catch passes like a receiver, he won't play on every down. [/QUOTE]

[url]http://footballrecruiting.rivals.com/content.asp?CID=1117990[/url]",4389,visible,0,0,0,a:0:{},0,,0,0,0
106880,5104,24,HUSKER 4 EVER,1282824693,I guess we will see if he has been working on those pass catching skills this summer.  Hope so.Thanks RR,4390,visible,0,1,0,a:0:{},0,,0,0,0
106881,5102,24,HUSKER 4 EVER,1282825223,He has a lot of nice offers.  I saw on his oage that he visit Cal and liked them a lot also.  Maybe we will be battleing Cal for another recruit besides Green.,4388,visible,0,1,0,a:0:{},0,,0,0,0
106886,5024,24,HUSKER 4 EVER,1282825707,"I like our chances against Cal, hope he chooses NU and helps us cntrol the Big 12.",4239,visible,0,22,0,a:0:{},0,,0,0,0
107072,5024,137,HorninFortWorth,1282835211,"[quote=""""Howlin Wolf, post: 106754""""]Two things:    First, Texas doesn't have a running game to start with and now they want a multi faceted one right out of the chute?[/QUOTE]

I definitely agree with you about right now and the past couple years.  However if you look at what Texas is doing at oline recruiting and the pure fullback coming in change should be coming. They need to get away from the spread.",4240,visible,0,23,0,a:0:{},0,,1282835457,137,1
107114,5024,605,Howlin Wolf,1282836365,"[quote=""""HorninFortWorth, post: 107072""""]I definitely agree with you about right now and the past couple years.  However if you look at what Texas is doing at oline recruiting and the pure fullback coming in change should be coming. They need to get away from the spread.[/QUOTE]

I don't pretend to be an expert on Texas football but don't they have the same Offensive Coordinator?  If I were Aaron i think i would question his expertise in a system switch.  Nebraska knows the running game, it won't be an experiment.   Of course i looking at this with a biased eye.",4241,visible,0,24,0,a:0:{},0,,0,0,0
107129,5024,137,HorninFortWorth,1282837568,"[quote=""""Howlin Wolf, post: 107114""""]I don't pretend to be an expert on Texas football but don't they have the same Offensive Coordinator?  If I were Aaron i think i would question his expertise in a system switch.  Nebraska knows the running game, it won't be an experiment.   Of course i looking at this with a biased eye.[/QUOTE]

That they do. But he is also the same coordinator that has coached Ricky Williams, Cedric Benson, and Jamaal Charles who are now putting up yards in the NFL. Texas is always having to tweak the system to fit the personnel. Vince Young wasn't going to run the same type system as Applewhite or Simms or even McCoy. The staff is moving toward a downfield running game with Gilbert relying more on playaction passing and getting the ball downfield. I definitely think this year the offense will see some growing pains with a new qb and some youth on the line. The first couple months the running game could be ugly. Maybe not. I do think a lot of the downhill running game philosophy is part of Muschamp starting to put his print on the program. If you are going to compete with SEC teams or Ohio State you need to be able to run the ball and you need to practice against the run and be able to stop teams from running the ball down your throat.",4242,visible,0,25,0,a:0:{},0,,1282837817,137,1
107156,5090,268,Red Reign,1282838470,"Jeremey Cash and Todd Peat would be in the their too....so you can really look at five or so guys in the final mix....

[B][/B][quote=""""p-ville husker, post: 106653""""]Who do you think the top 3 remaining recruits should be?  I would love to have these 3 and I agree with them being the top 3 remaining.[/QUOTE]",4382,visible,0,4,0,a:0:{},0,,1282838925,268,1
107162,5024,268,Red Reign,1282838660,"The running game could make or break Texas this year and as you said there will be some growing pains...OU and Nebraska back-to-back with the defense's both have will be a real measuring stick for Texas...and for that matter UCLA might just figure into it too....tough three game stretch....


[B][/B][quote=""""HorninFortWorth, post: 107129""""]That they do. But he is also the same coordinator that has coached Ricky Williams, Cedric Benson, and Jamaal Charles who are now putting up yards in the NFL. Texas is always having to tweak the system to fit the personnel. Vince Young wasn't going to run the same type system as Applewhite or Simms or even McCoy. The staff is moving toward a downfield running game with Gilbert relying more on playaction passing and getting the ball downfield. I definitely think this year the offense will see some growing pains with a new qb and some youth on the line. The first couple months the running game could be ugly. Maybe not. I do think a lot of the downhill running game philosophy is part of Muschamp starting to put his print on the program. If you are going to compete with SEC teams or Ohio State you need to be able to run the ball and you need to practice against the run and be able to stop teams from running the ball down your throat.[/QUOTE]",4243,visible,0,26,0,a:0:{},0,,0,0,0
107165,5024,137,HorninFortWorth,1282838894,"[quote=""""Red Reign, post: 107162""""]The running game could make or break Texas this year and as you said there will be some growing pains...OU and Nebraska back-to-back with the defense's both have will be a real measuring stick for Texas...and for that matter UCLA might just figure into it too....tough three game stretch....


[B][/B][/QUOTE]

That is definitely the stretch and I agree with you. The thing with OU and Nebraska is I think both of those teams are going to have just as hard a time moving the ball on the Texas defense as vice versa. Those are both going to be low scoring wars with turnovers and special teams playing huge roles. Much more worried about heading to Lubbock though than I am UCLA coming to Austin. UCLA is really getting hit with the injury bug.",4244,visible,0,27,0,a:0:{},0,,0,0,0
107174,5024,268,Red Reign,1282839344,"No argument....what gives Nebraska an edge though, is the home field advantage especially after the CCG last year....the crowd is going to be crazy and hostile....unlike OU or UCLA who have no home field advantage....and you can't discount that as you know...plus the weather could be a factor if it turns cold early....

Finally I could see a dozen or more top recruits on had to boot....even more incentive for Nebraska....

Tech is a bit of an unknown with Tubberville...will they play defense better and can they still play offense like in the past?  Most interested to see where he takes them...

[B][/B][quote=""""HorninFortWorth, post: 107165""""]That is definitely the stretch and I agree with you. The thing with OU and Nebraska is I think both of those teams are going to have just as hard a time moving the ball on the Texas defense as vice versa. Those are both going to be low scoring wars with turnovers and special teams playing huge roles. Much more worried about heading to Lubbock though than I am UCLA coming to Austin. UCLA is really getting hit with the injury bug.[/QUOTE]",4245,visible,0,28,0,a:0:{},0,,0,0,0
107184,5024,137,HorninFortWorth,1282839721,"[quote=""""Red Reign, post: 107174""""]No argument....what gives Nebraska an edge though, is the home field advantage especially after the CCG last year....the crowd is going to be crazy and hostile....unlike OU or UCLA who have no home field advantage....and you can't discount that as you know...plus the weather could be a factor if it turns cold early....

Finally I could see a dozen or more top recruits on had to boot....even more incentive for Nebraska....

Tech is a bit of an unknown with Tubberville...will they play defense better and can they still play offense like in the past?  Most interested to see where he takes them...

[B][/B][/QUOTE]

Oh I definitely agree about homefield in Lincoln. That will be a toughie for sure. Just hard to speculate too much about that game 7 weeks away not knowing how the Texas offense will respond to the Tech and OU challenges. 

Tech plays Texas out of their minds in Lubbock. I think Mack is 6-0 against Tech in Austin and 3-3 in Lubbock. A couple of those losses Texas took top 5 teams in and all three times victories in Lubbock would have meant a South title that didn't happen. Lubbock is always in a frenzy with a bunch of talented well coached kids with chips on their shoulders that feel UT didn't think they were good enough to play for them. Never a fan of the trip to Lubbock rolling around on the schedule.",4246,visible,0,29,0,a:0:{},0,,1282840281,137,1
107189,5024,605,Howlin Wolf,1282839836,"HorninFortWorth,

""""If you are going to compete with SEC teams or Ohio State you need to be able to run the ball and you need to practice against the run and be able to stop teams from running the ball down your throat."""" 

These SEC and Ohio State games  will they be Non Conference or Conference games?",4247,visible,0,30,0,a:0:{},0,,0,0,0
107196,5024,137,HorninFortWorth,1282839976,"[quote=""""Howlin Wolf, post: 107189""""]HorninFortWorth,

""""If you are going to compete with SEC teams or Ohio State you need to be able to run the ball and you need to practice against the run and be able to stop teams from running the ball down your throat."""" 

These SEC and Ohio State games  will they be Non Conference or Conference games?[/QUOTE]

I wish I knew. I don't even pretend to know what the UT brass is thinking with this conference stuff. Unlike Lam on this site who is infinitely more informed than I my feelings of the new Big XII were that I was complete underwhelmed. They must have misplaced my phone number. ;)",4248,visible,0,31,0,a:0:{},0,,0,0,0
107253,5024,270,mjohnson,1282842782,Thanks HW for the update and the link. He has a great knack for finding the open spot on the field. Impressive indeed.,4249,visible,0,32,0,a:0:{},0,,0,0,0
107259,5024,270,mjohnson,1282842990,"[quote=""""HorninFortWorth, post: 107129""""]That they do. But he is also the same coordinator that has coached Ricky Williams, Cedric Benson, and Jamaal Charles who are now putting up yards in the NFL. Texas is always having to tweak the system to fit the personnel. Vince Young wasn't going to run the same type system as Applewhite or Simms or even McCoy. The staff is moving toward a downfield running game with Gilbert relying more on playaction passing and getting the ball downfield. I definitely think this year the offense will see some growing pains with a new qb and some youth on the line. The first couple months the running game could be ugly. Maybe not. I do think a lot of the downhill running game philosophy is part of Muschamp starting to put his print on the program. If you are going to compete with SEC teams or Ohio State you need to be able to run the ball and you need to practice against the run and be able to stop teams from running the ball down your throat.[/QUOTE]
 
Good points Horn, especially about there being growing pains with the Texas offense this season.",4250,visible,0,33,0,a:0:{},0,,0,0,0
107379,5090,292,huskon4ever!,1282848913,"[quote=""""Red Reign, post: 107156""""]Jeremey Cash and Todd Peat would be in the their too....so you can really look at five or so guys in the final mix....

[B][/B][/QUOTE]
 
Top choices by chance to get them: Aaron Green, Todd Peat, Wayne Lyons, and Mickey Johnson. I can't imagine Cash would leave his OSU offer on the table, unless they are encouraging him to look around and I don't have a good feeling we will land Hobbi - but I hope I'm wrong!",4383,visible,0,5,0,a:0:{},0,,0,0,0
107474,5090,268,Red Reign,1282852947,"Cash is looking and scheduling visits which is not a good thing for Ohio State....soft verbal now....I think he is using them as a place holder and I think they will play along to a point, as he is too good of a commit to lose...I'l make a wild prediction that he goes elsewhere....

I like Peat & Lyons alot too...

Hard to tell on Hobbi, btu I tend to agree with you.....

[B][/B][quote=""""huskon4ever!, post: 107379""""]Top choices by chance to get them: Aaron Green, Todd Peat, Wayne Lyons, and Mickey Johnson. I can't imagine Cash would leave his OSU offer on the table, unless they are encouraging him to look around and I don't have a good feeling we will land Hobbi - but I hope I'm wrong![/QUOTE]",4384,visible,0,6,0,a:0:{},0,,0,0,0
107503,5024,137,HorninFortWorth,1282854534,"[quote=""""Howlin Wolf, post: 107189""""]HorninFortWorth,

These SEC and Ohio State games  will they be Non Conference or Conference games?[/QUOTE]

Although HW if how UT has started to schedule nonconference for the next decade in the past month or so is any indication I can say with certainty it will not be the gauntlet that is the SEC.",4251,visible,0,34,0,a:0:{},0,,0,0,0
107520,5090,598,YUENGLING,1282855547,"Eleven SEC teams in the top 33...what a conference. They should get two automatic BCS bids. 
Penn State listed at 99th with only four recruits.",4385,visible,0,7,0,a:0:{},0,,0,0,0
107549,5090,292,huskon4ever!,1282856567,"[quote=""""Red Reign, post: 107474""""]Cash is looking and scheduling visits which is not a good thing for Ohio State....soft verbal now....I think he is using them as a place holder and I think they will play along to a point, as he is too good of a commit to lose...I'l make a wild prediction that he goes elsewhere....

I like Peat & Lyons alot too...

Hard to tell on Hobbi, btu I tend to agree with you.....

[B][/B][/QUOTE]
 
Yeah I just find it interesting with Cash that he would even consider looking around unless he isn't hearing what he wants to hear or OSU is telling him to look around due to class size or something (which I kinda doubt based on his skill). I won't consider your prediction wild if he chooses to come here! ;) The great thing I keep reading about Cash and Lyons is how they are both rover types with the ability to play S - uhm, sounds exactly like the abilities BP is lookin for! 

Also I haven't seen as much video on Mickey as I have on Peat, so I'm a little biased here, but Peat fires off the ball like mad and seems to be in the backfield more than he isn't. Based on rankings, I would assume Mickey is darn good and we should hope to get him as well - he seems to be in the Jay Guy mold (continually described as a tank).

Yeah, all of this is just speculation and I'm no mind-reader, but everything I've read on Hobbi just makes it seem like he wants to stay in the SW. Once again, hope I'm wrong, but we've got a good looking OLine class so far!",4386,visible,0,8,0,a:0:{},0,,0,0,0
107559,5024,605,Howlin Wolf,1282856845,"[quote=""""HorninFortWorth, post: 107503""""]Although HW if how UT has started to schedule nonconference for the next decade in the past month or so is any indication I can say with certainty it will not be the gauntlet that is the SEC.[/QUOTE]

I don't think UT has had much of an appetite for the SEC, i looked and i can't see them playing anyone the SEC but Arkansas in the last 10 years, scheduling and recruiting can't be overrated.",4252,visible,0,35,0,a:0:{},0,,0,0,0
107644,5024,64,BGRed,1282861827,"What a minute --- Texas thinks that they need to move away from the spread?  I thought that was the 'next big thing' and everyone was going to be doing it?

I suppose it is just like the """"Option is Dead"""" talk and now Georgia Tech is a media darling for running it.",4253,visible,0,36,0,a:0:{},0,,0,0,0
